the-pointer-sisters,i-m-so-excited
the-police,message-in-a-bottle
the-police,roxanne
the-police,every-breath-you-take
the-popettes,lullaby-of-broadway
the-righteous-brothers,you-ve-lost-that-loving-feeling
the-ronettes,be-my-baby
the-sound-of-music,do-re-mi
the-sound-of-music,edelweiss
the-sound-of-music,my-favorite-things
the-supremes,you-keep-me-hangin-on
the-temptations,my-girl
the-tokens,the-lion-sleeps-tonight
the-weeknd,can-t-feel-my-face
thierry-hazard,le-jerk
tina-turner,the-best
tina-turner,what-s-love-got-to-do-with-it
toby-keith,i-love-this-bar
tom-jones,it-s-not-unusual
tom-jones,green-green-grass-of-home
tom-petty,free-fallin
tom-petty,mary-jane-s-last-dance
toni-braxton,unbreak-my-heart
toto,africa
toto,hold-the-line
tracy-chapman,baby-can-i-hold-you
tracy-chapman,fast-car
traditional,when-the-saints-go-marching-in
traditional,house-of-the-rising-sun
traditional,greensleeves
traditional,amazing-grace
traditional,danny-boy
traditional,oh-susannah
u2,with-or-without-you
u2,one
udo-jurgens,aber-bitte-mit-sahne
udo-jurgens,ich-war-noch-niemals-in-new-york
umberto-tozzi,ti-amo
uncle-kracker,follow-me
usa-for-africa,we-are-the-world
van-morrison,brown-eyed-girl
vance-joy,riptide
vanessa-paradis,la-seine
vanilla-ice,ice-ice-baby
village-people,y-m-c-a
walk-the-moon,shut-up-and-dance
weather-girls,it-s-raining-men
wham,last-christmas
whitney-houston,i-wanna-dance-with-somebody
whitney-houston,one-moment-in-time
whitney-houston,i-have-nothing
wicked,defying-gravity
wicked,popular
wild-cherry,play-that-funky-music
willie-nelson,always-on-my-mind
willie-nelson,seven-spanish-angels
wilson-pickett,mustang-sally
wiz-khalifa,see-you-again
zac-brown-band,chicken-fried
zaz,je-veux
zaz,la-vie-en-rose
zazie,j-envoie-valser
zz-top,sharp-dressed-man
