id,artist,track,tag_gender,tag_lang,tag_back_voc,feat_yaafe,feat_marsyas,feat_essentia,origin_laci,origin_yann
8293,alison-krauss-and-union-station,when-you-say-nothing-at-all,mixed,,1,0,0,1,0,0
8297,frank-sinatra,goody-goody,,,0,0,0,0,0,0
8327,rednex,cotton-eyed-joe,mixed,,1,1,1,1,0,0
8342,vince-gill,go-rest-high-on-that-mountain,mixed,,1,0,0,1,0,0
8356,tim-mcgraw,i-like-it-i-love-it,,,0,0,0,0,0,0
8394,gretchen-wilson,here-for-the-party,,,0,0,0,0,0,0
8502,christina-aguilera,ain-t-no-other-man,,,0,0,0,0,0,0
8507,eros-ramazzotti,cose-della-vita-can-t-stop-thinking-of-you,,,0,0,0,0,0,0
8508,sting,desert-rose,,,0,0,0,0,0,0
8526,ricky-martin,livin-la-vida-loca,mixed,,1,1,1,1,0,0
8530,backstreet-boys,i-want-it-that-way,mixed,,1,0,0,0,0,0
8540,stevie-ray-vaughan,texas-flood,,,0,0,0,0,0,0
8545,buddy-guy,damn-right-i-ve-got-the-blues,,,0,0,0,0,0,0
8548,lonestar,amazed,mixed,,1,1,1,1,0,0
8561,tv-theme,the-fresh-prince-of-bel-air,,,0,0,0,0,0,0
8580,lit,my-own-worst-enemy,mixed,,1,0,0,1,0,0
8596,creedence-clearwater-revival,bad-moon-rising,male,en,0,1,1,1,0,mp3_112
8624,red-hot-chili-peppers,scar-tissue,mixed,,1,0,0,1,0,0
8640,the-o-jays,use-ta-be-my-girl,,,0,0,0,0,0,0
8643,barry-white,you-re-the-first-the-last-my-everything,mixed,,1,1,1,1,0,0
8644,chic,le-freak,,,0,0,0,0,0,0
8700,santana,smooth,mixed,,1,1,1,1,0,mp3_192
8702,boyzone,no-matter-what,,,0,0,0,0,0,0
8705,rent,seasons-of-love,,,0,0,0,0,0,0
8710,rent,take-me-or-leave-me,,,0,0,0,0,0,0
8711,cabaret,maybe-this-time,female,en,0,1,1,1,0,0
8713,cabaret,cabaret,,,0,0,0,0,0,0
8734,lou-bega,mambo-no-5,mixed,,1,1,1,1,0,0
8747,robbie-williams,angels,mixed,,1,0,0,1,0,0
8765,elvis-presley,a-little-less-conversation,,,0,0,0,0,0,0
8824,celine-dion,that-s-the-way-it-is,,,0,0,0,0,0,0
8858,blink-182,all-the-small-things,,,0,0,0,0,0,0
8859,christina-aguilera,i-turn-to-you,mixed,,1,1,1,1,0,0
8878,billy-joel,new-york-state-of-mind,,,0,0,0,0,0,0
8885,bobby-darin,dream-lover,mixed,,1,1,1,1,0,0
8888,neil-diamond,cracklin-rosie,mixed,,1,1,1,0,0,0
8917,red-hot-chili-peppers,otherside,mixed,,1,1,1,1,0,mp3_128
8957,creedence-clearwater-revival,the-midnight-special,mixed,,1,0,0,0,0,0
8964,the-foundations,build-me-up-buttercup,mixed,,1,1,1,1,0,0
9010,the-carpenters,they-long-to-be-close-to-you,mixed,,1,1,0,1,0,0
9012,the-carpenters,superstar,mixed,,1,0,0,1,0,0
9013,the-carpenters,yesterday-once-more,,,0,0,0,0,0,0
9014,the-carpenters,please-mr-postman,mixed,,1,1,1,1,0,0
9022,the-platters,harbor-lights,,,0,0,0,0,0,0
9025,goo-goo-dolls,iris,mixed,,1,1,1,1,0,0
9027,semisonic,closing-time,mixed,,1,0,0,1,0,0
9041,garth-brooks,to-make-you-feel-my-love,mixed,,1,0,0,1,0,0
9066,the-temptations,my-girl,mixed,,1,1,1,1,0,0
9070,olivia-newton-john,i-honestly-love-you,,,0,0,0,0,0,0
9074,the-mavericks,dance-the-night-away,mixed,,1,1,1,1,0,0
9114,jennifer-paige,crush,,,0,0,0,0,0,0
9127,noir-desir,le-vent-nous-portera,male,fr,0,1,1,1,0,0
9151,aerosmith,i-don-t-want-to-miss-a-thing,mixed,,1,1,1,1,0,0
9157,christina-aguilera,reflection,,,0,0,0,0,0,0
9159,abba,gimme-gimme-gimme-a-man-after-midnight,,,0,0,0,0,0,0
9160,abba,chiquitita,,,0,0,0,0,0,0
9163,abba,i-have-a-dream,mixed,,1,1,1,1,0,0
9166,abba,thank-you-for-the-music,mixed,,1,1,1,1,0,0
9259,carole-king,i-feel-the-earth-move,,,0,0,0,0,0,0
9267,alanis-morissette,thank-u,,,0,0,0,0,0,0
9307,whitney-houston,when-you-believe,,,0,0,0,0,0,0
9321,billie-holiday,all-of-me,,,0,0,0,0,0,0
9366,blondie,maria,,,0,0,0,0,0,0
9400,fuel,shimmer,,,0,0,0,1,0,0
9414,elvis-presley,amazing-grace,,,0,0,0,0,0,0
9426,elvis-presley,proud-mary-live,,,0,0,0,0,0,0
9450,the-tokens,the-lion-sleeps-tonight,mixed,,1,1,1,1,0,0
9454,pat-benatar,heartbreaker,,,0,0,0,0,0,0
9455,joan-jett,i-love-rock-n-roll,mixed,,1,1,1,1,0,0
9517,dean-martin,that-s-amore,mixed,,1,1,1,1,0,0
9523,toni-braxton,how-could-an-angel-break-my-heart,,,0,0,0,0,0,0
9539,tom-jones,it-s-not-unusual,mixed,,1,1,1,1,0,0
9581,natalie-cole,this-will-be,,,0,0,0,0,0,0
9583,thelma-houston,don-t-leave-me-this-way,,,0,0,0,0,0,0
9596,engelbert-humperdinck,a-man-without-love,,,0,0,0,0,0,0
9612,tracy-byrd,watermelon-crawl,,,0,0,0,0,0,0
9649,spice-girls,spice-up-your-life,,,0,0,0,0,0,0
9671,spice-girls,viva-forever,mixed,,1,0,0,1,0,0
9673,shania-twain,man-i-feel-like-a-woman,,,0,0,0,0,0,0
9695,matchbox-twenty,03:00,,,0,0,0,0,0,0
9719,elvis-presley,danny-boy,,,0,0,0,0,0,0
9721,michel-fugain,une-belle-histoire,mixed,,1,1,1,1,0,0
9744,the-mamas-and-the-papas,monday-monday,,,0,0,0,0,0,0
9753,bread,make-it-with-you,,,0,0,0,0,0,0
9754,don-mclean,vincent,,,0,0,0,0,0,0
9756,gilbert-o-sullivan,alone-again-naturally,,,0,0,0,0,0,0
9759,the-carpenters,sing,,,0,0,0,0,0,0
9776,frankie-valli,my-eyes-adored-you,,,0,0,0,0,0,0
9777,the-righteous-brothers,you-ve-lost-that-loving-feeling,mixed,,1,1,1,1,0,0
9782,laura-branigan,gloria,,,0,0,0,0,0,0
9810,the-eagles,hotel-california,mixed,,1,1,1,0,0,0
9811,james-taylor,fire-and-rain,male,en,0,1,1,1,0,0
9911,backstreet-boys,everybody-backstreet-s-back,mixed,,1,0,0,1,0,0
9928,natalie-imbruglia,torn,mixed,,1,1,1,0,0,0
9932,green-day,time-of-your-life-good-riddance,,,0,0,0,0,0,0
9938,the-eagles,new-kid-in-town,mixed,,1,1,1,1,0,0
9939,the-eagles,lyin-eyes,mixed,,1,1,1,1,0,0
9940,glenn-frey,the-heat-is-on,,,0,0,0,0,0,0
9965,nancy-sinatra,these-boots-are-made-for-walkin,female,en,0,1,1,1,0,0
9977,a-ha,take-on-me,mixed,,1,1,1,1,0,0
9981,tom-petty,free-fallin,mixed,,1,1,1,1,0,0
9985,the-police,every-little-thing-she-does-is-magic,,,0,0,0,0,0,0
10000,three-dog-night,joy-to-the-world,,,0,0,0,0,0,0
10052,gloria-estefan,turn-the-beat-around,mixed,,1,0,0,0,0,0
10065,celine-dion,the-power-of-love,mixed,,1,1,1,1,0,0
10070,mariah-carey,without-you,,,0,0,0,0,0,0
10071,joshua-kadison,jessie,,,0,0,0,0,0,0
10088,bon-jovi,always,,,0,0,0,0,0,0
10091,irene-cara,flashdance-what-a-feeling,mixed,,1,1,1,1,0,0
10092,stevie-wonder,i-just-called-to-say-i-love-you,mixed,,1,1,1,1,0,0
10094,little-mermaid,under-the-sea,mixed,,1,1,1,1,0,0
10099,b-j-thomas,raindrops-keep-fallin-on-my-head,,,0,0,0,0,0,0
10100,doris-day,que-sera-sera-whatever-will-be-will-be,mixed,,1,0,0,1,0,0
10102,irene-cara,fame,,,0,0,0,0,0,0
10104,ac-dc,you-shook-me-all-night-long,mixed,,1,1,1,1,0,mp3_128
10106,the-band,the-weight,mixed,,1,1,1,1,0,0
10193,alan-jackson,who-s-cheatin-who,,,0,0,0,0,0,0
10199,ray-charles,you-don-t-know-me,,,0,0,0,0,0,0
10216,georges-brassens,chanson-pour-l-auvergnat,,,0,0,0,0,0,0
10248,alan-jackson,summertime-blues,,,0,0,0,0,0,0
10282,brotherhood-of-man,save-your-kisses-for-me,,,0,0,0,0,0,0
10286,air-supply,all-out-of-love,,,0,0,0,0,0,0
10288,tony-orlando-and-dawn,knock-three-times,,,0,0,0,0,0,0
10309,elvis-presley,just-pretend,,,0,0,0,0,0,0
10332,queen,crazy-little-thing-called-love,mixed,,1,1,1,1,0,mp3_320
10333,van-halen,jump,,,0,0,0,0,0,0
10341,christina-aguilera,hurt,,,0,0,0,0,0,0
10342,the-jeff-healey-band,angel-eyes,,,0,0,0,0,0,0
10344,john-waite,missing-you-duet,,,0,0,0,0,0,0
10352,elton-john,can-you-feel-the-love-tonight,mixed,,1,1,1,1,0,0
10363,leann-rimes,how-do-i-live,,,0,0,0,0,0,0
10417,elvis-presley,silent-night,mixed,,1,0,0,1,0,0
10420,paula-cole,i-don-t-want-to-wait,mixed,,1,1,1,1,0,0
10428,tonic,if-you-could-only-see,,,0,0,0,0,0,0
10453,frank-sinatra,strangers-in-the-night,male,en,0,1,1,1,0,mp3_128
10454,frank-sinatra,new-york-new-york,male,en,0,1,1,1,0,0
10455,frank-sinatra,you-make-me-feel-so-young,,,0,0,0,1,0,0
10456,frank-sinatra,i-ve-got-you-under-my-skin,male,en,0,1,1,1,0,0
10488,the-beatles,octopus-s-garden,,,0,0,0,0,0,0
10500,deana-carter,strawberry-wine,mixed,,1,1,1,1,0,0
10523,los-del-rio,macarena,mixed,,1,0,0,1,0,0
10524,steve-earle,copperhead-road,male,en,0,1,1,1,0,0
10535,toni-braxton,unbreak-my-heart,mixed,,1,1,1,1,0,0
10569,bing-crosby,don-t-fence-me-in,,,0,0,0,0,0,0
10593,madonna,like-a-virgin,mixed,,1,1,1,1,0,0
10600,no-doubt,don-t-speak,mixed,,1,0,0,0,0,0
10611,elvis-presley,hound-dog,mixed,,1,1,1,1,0,0
10612,elvis-presley,and-i-love-you-so,,,0,0,0,0,0,0
10613,elvis-presley,love-me-tender-live,mixed,,1,1,0,1,0,0
10621,elvis-presley,the-wonder-of-you,mixed,,1,1,1,1,0,0
10639,frankie-valli,can-t-take-my-eyes-off-of-you,male,en,0,1,1,1,0,0
10640,peter-cetera,glory-of-love,,,0,0,0,0,0,0
10642,claude-francois,le-telephone-pleure,mixed,,1,0,0,1,0,0
10740,chimene-badi,je-viens-du-sud,mixed,,1,1,1,1,0,0
10783,toto,africa,mixed,,1,1,1,1,0,0
10787,celine-dion,because-you-loved-me,,,0,0,0,0,0,0
10798,tracy-chapman,give-me-one-reason,mixed,,1,0,0,0,0,0
10804,romeo-et-juliette,verone,,,0,0,0,0,0,0
10805,gilbert-montagne,les-sunlights-des-tropiques,mixed,,1,0,0,1,0,0
10815,the-fugees,killing-me-softly,mixed,,1,0,0,1,0,0
10816,seal,kiss-from-a-rose,mixed,,1,1,1,1,0,0
10820,hall-and-oates,maneater,,,0,0,0,0,0,0
10889,elvis-presley,it-s-now-or-never,mixed,,1,1,1,1,0,0
10895,j-geils-band,centerfold,,,0,0,0,0,0,0
10898,the-beatles,here-comes-the-sun,mixed,,1,1,1,1,0,0
10906,dexy-s-midnight-runners,come-on-eileen,,,0,0,0,0,0,0
10907,toto,hold-the-line,mixed,,1,1,1,1,0,mp3_128
10939,leann-rimes,blue,,,0,0,0,0,0,0
10951,the-everly-brothers,all-i-have-to-do-is-dream,mixed,,1,1,1,1,0,0
10954,le-grand-orchestre-du-splendid,la-salsa-du-demon,mixed,,1,1,1,1,0,0
10955,florent-pagny,savoir-aimer,,,0,0,0,1,0,0
10958,the-penguins,earth-angel-will-you-be-mine,,,0,0,0,0,0,0
10962,the-five-satins,in-the-still-of-the-night,,,0,0,0,0,0,0
10973,fleetwood-mac,dreams,,,0,0,0,0,0,0
11005,les-rita-mitsouko,marcia-baila,female,fr,0,1,1,1,0,0
11008,gnarls-barkley,crazy,mixed,en,0,1,1,1,0,0
11012,robbie-williams,rock-dj,mixed,,1,1,1,1,0,0
11022,manau,la-tribu-de-dana,,,0,0,0,0,0,0
11037,oasis,champagne-supernova,,,0,0,0,0,0,0
11042,grease,we-go-together,mixed,,1,0,0,0,0,0
11065,john-michael-montgomery,sold-the-grundy-county-auction-incident,,,0,0,0,0,0,0
11087,shania-twain,any-man-of-mine,,,0,0,0,0,0,0
11091,queen,we-are-the-champions,mixed,,1,1,1,1,0,mp3_320
11099,dolly-parton,9-to-5,mixed,,1,1,1,1,0,0
11100,the-platters,smoke-gets-in-your-eyes,,,0,0,0,0,0,0
11102,the-drifters,under-the-boardwalk,mixed,,1,1,1,1,0,0
11144,travis-tritt,where-corn-don-t-grow,,,0,0,0,0,0,0
11163,leann-rimes,unchained-melody,female,en,0,1,1,1,0,0
11188,r-kelly,i-believe-i-can-fly,mixed,,1,1,1,1,0,0
11222,chicago,hard-to-say-i-m-sorry,,,0,0,0,0,0,0
11229,the-beatles,hey-jude,mixed,,1,0,0,1,0,0
11231,journey,open-arms,male,en,0,1,1,1,0,0
11232,barbra-streisand,memory,female,en,0,1,1,1,0,0
11258,elvis-presley,in-the-ghetto,mixed,,1,1,1,1,0,0
11259,elvis-presley,let-me-be-your-teddy-bear,mixed,,1,1,0,1,0,0
11260,elvis-presley,jailhouse-rock,,,0,0,0,0,0,0
11268,lionel-richie,dancing-on-the-ceiling,,,0,0,0,0,0,0
11282,the-pointer-sisters,i-m-so-excited,mixed,,1,1,1,1,0,0
11289,the-animals,house-of-the-rising-sun,male,en,0,1,1,1,0,0
11290,eric-clapton,cocaine,male,en,0,1,1,1,0,mp3_320
11291,don-mclean,american-pie,mixed,,1,1,1,1,0,0
11300,ray-parker-jr,ghostbusters,mixed,,1,0,0,0,0,0
11301,culture-club,karma-chameleon,mixed,,1,1,1,1,0,0
11334,madonna,papa-don-t-preach,,,0,0,0,0,0,0
11335,oasis,wonderwall,mixed,,1,1,1,1,0,mp3_192
11342,spice-girls,wannabe,mixed,,1,1,1,1,0,0
11347,bruce-springsteen,i-m-goin-down,,,0,0,0,0,0,0
11357,the-rolling-stones,paint-it-black,mixed,,1,0,0,0,0,0
11359,the-rolling-stones,jumpin-jack-flash,,,0,0,0,0,0,0
11360,the-rolling-stones,brown-sugar,,,0,0,0,0,0,0
11361,the-rolling-stones,wild-horses,,,0,0,0,0,0,0
11366,mariah-carey,all-i-want-for-christmas-is-you,mixed,,1,1,1,1,0,0
11367,the-rolling-stones,start-me-up,,,0,0,0,0,0,0
11370,the-rolling-stones,honky-tonk-women,mixed,,1,0,0,0,0,0
11371,the-police,roxanne,mixed,,1,1,1,1,0,mp3_128
11372,pink-floyd,another-brick-in-the-wall-part-2,mixed,,1,1,0,1,0,0
11396,mariah-carey,hero,female,en,0,1,1,1,0,0
11409,heart,alone,mixed,,1,1,1,1,0,0
11411,prince,purple-rain,mixed,,1,1,1,1,0,0
11426,grease,summer-nights,mixed,,1,1,1,1,0,0
11439,florent-pagny,chanter,mixed,,1,0,0,1,0,0
11462,elton-john,circle-of-life,,,0,0,0,0,0,0
11463,boyz-ii-men,i-ll-make-love-to-you,,,0,0,0,0,0,0
11465,the-kinks,lola,,,0,0,0,0,0,0
11470,john-mellencamp,hurts-so-good,mixed,,1,1,1,1,0,0
11476,the-police,every-breath-you-take,mixed,,1,1,1,1,0,mp3_128
11481,duran-duran,rio,,,0,0,0,0,0,0
11524,wham,last-christmas,mixed,,1,1,1,1,0,0
11533,martina-mcbride,god-s-will,,,0,0,0,0,0,0
11579,soldat-louis,du-rhum-des-femmes,mixed,,1,0,0,1,0,0
11583,waylon-jennings,good-hearted-woman,mixed,,1,0,0,0,0,0
11584,johnny-cash,ghost-riders-in-the-sky,mixed,,1,1,0,1,0,0
11585,johnny-cash,i-walk-the-line,mixed,,1,1,1,1,0,0
11602,westlife,the-rose,,,0,0,0,0,0,0
11640,diane-tell,si-j-etais-un-homme,female,fr,0,1,1,1,0,mp3_128
11641,jacques-brel,ne-me-quitte-pas,male,fr,0,1,1,1,0,mp3_128
11642,lynda-lemay,une-mere,,,0,0,0,0,0,0
11645,stephan-eicher,dejeuner-en-paix,,,0,0,0,1,0,0
11650,johnny-hallyday,la-musique-que-j-aime,,,0,0,0,1,0,0
11654,tony-christie,is-this-the-way-to-amarillo,,,0,0,0,0,0,0
11655,the-doobie-brothers,listen-to-the-music,,,0,0,0,0,0,0
11660,leona-lewis,a-moment-like-this,mixed,,1,1,1,1,0,0
11666,france-gall,il-jouait-du-piano-debout,,,0,0,0,0,0,0
11673,starmania,les-uns-contre-les-autres,,,0,0,0,0,0,0
11677,free,all-right-now,mixed,,1,1,1,1,0,0
11679,paolo-nutini,last-request,,,0,0,0,0,0,0
11693,christina-aguilera,candyman,,,0,0,0,0,0,0
11699,styx,boat-on-the-river,,,0,0,0,0,0,0
11703,les-rita-mitsouko,les-histoires-d-a,,,0,0,0,0,0,0
11746,kaiser-chiefs,ruby,,,0,0,0,0,0,0
11756,yannick-noah,aux-arbres-citoyens,,,0,0,0,0,0,0
11762,stone-sour,through-glass,,,0,0,0,0,0,0
11772,u2,with-or-without-you,mixed,,1,1,1,1,0,mp3_256
11775,nirvana,smells-like-teen-spirit,male,en,0,1,1,1,0,0
11776,nirvana,come-as-you-are,,,0,0,0,0,0,0
11777,u2,one-with-mary-j-blige,,,0,0,0,0,0,0
11793,michel-polnareff,goodbye-marylou,male,fr,0,1,1,1,0,0
11796,serge-lama,je-suis-malade,mixed,,1,1,1,1,0,0
11797,serge-lama,chez-moi,,,0,0,0,0,0,0
11808,the-eagles,take-it-easy,mixed,,1,0,0,0,0,0
11819,vanessa-paradis,joe-le-taxi,,,0,0,0,0,0,0
11820,joe-dassin,guantanamera,,,0,0,0,0,0,0
11876,christophe-mae,on-s-attache,mixed,,1,1,1,1,0,0
11884,dreamgirls,and-i-am-telling-you-i-m-not-going,,,0,0,0,0,0,0
11896,pink,dear-mr-president,mixed,,1,1,1,1,0,0
11897,george-michael,faith,,,0,0,0,0,0,0
11919,eric-clapton,lay-down-sally,mixed,,1,1,1,1,0,mp3_320
11922,eric-clapton,i-shot-the-sheriff,,,0,0,0,0,0,0
11939,eric-clapton,wonderful-tonight,mixed,,1,1,1,1,0,mp3_320
11943,eddy-mitchell,sur-la-route-de-memphis,,,0,0,0,0,0,0
11948,tete,a-la-faveur-de-l-automne,,,0,0,0,0,0,0
11954,wicked,defying-gravity,mixed,,1,1,1,1,0,0
11957,tv-theme,happy-days,,,0,0,0,0,0,0
11963,wicked,popular,mixed,,1,1,1,1,0,0
11971,michael-buble,everything,mixed,,1,1,1,1,0,mp3_128
11973,gerard-lenorman,la-ballade-des-gens-heureux,,,0,0,0,0,0,0
11974,jacques-dutronc,j-aime-les-filles,,,0,0,0,0,0,0
11975,claude-francois,le-lundi-au-soleil,mixed,,1,1,1,1,0,0
11984,dalida,bambino,,,0,0,0,0,0,0
11986,hugues-aufray,celine,,,0,0,0,1,0,0
11987,france-gall,poupee-de-cire-poupee-de-son,,,0,0,0,0,0,0
11990,mickey-3d,respire,,,0,0,0,0,0,0
11991,mike-brant,qui-saura,mixed,,1,0,0,1,0,0
11998,amy-winehouse,back-to-black,female,,0,1,1,1,0,0
12020,simply-red,if-you-don-t-know-me-by-now,mixed,,1,0,0,0,0,0
12021,bob-marley,could-you-be-loved,,,0,0,0,0,0,0
12024,bob-marley,no-woman-no-cry,mixed,,1,1,1,1,0,0
12033,mylene-farmer,sans-contrefacon,female,fr,0,1,1,1,0,0
12040,michel-fugain,attention-mesdames-et-messieurs,,,0,0,0,0,0,0
12045,michel-fugain,je-n-aurai-pas-le-temps,,,0,0,0,0,0,0
12065,gregory-lemarchal,ecris-l-histoire,,,0,0,0,0,0,0
12069,louise-attaque,ton-invitation,,,0,0,0,0,0,0
12073,michel-delpech,pour-un-flirt,mixed,,1,0,0,1,0,0
12074,michel-delpech,wight-is-wight,,,0,0,0,1,0,0
12078,patricia-kaas,mademoiselle-chante-le-blues,mixed,,1,1,1,1,0,0
12085,dalida,il-venait-d-avoir-18-ans,,,0,0,0,0,0,0
12087,francis-cabrel,l-encre-de-tes-yeux,male,fr,0,1,1,1,0,mp3_128
12103,the-beatles,yesterday,mixed,en,0,1,1,1,0,mp3_128
12108,bob-marley,is-this-love,mixed,,1,0,0,0,0,0
12110,lionel-richie,hello,male,en,0,1,1,1,0,0
12120,telephone,cendrillon,male,en,0,1,1,1,0,mp3_128
12132,kana,plantation,,,0,0,0,0,0,0
12165,hairspray,i-know-where-i-ve-been,,,0,0,0,0,0,0
12167,hairspray,mama-i-m-a-big-girl-now,mixed,,1,1,1,1,0,0
12168,hairspray,the-nicest-kids-in-town,,,0,0,0,0,0,0
12175,wicked,the-wizard-and-i,,,0,0,0,0,0,0
12186,frank-sinatra,the-lady-is-a-tramp,,,0,0,0,0,0,0
12187,the-fray,how-to-save-a-life,,,0,0,0,0,0,0
12188,michael-buble,i-ve-got-the-world-on-a-string,mixed,,1,1,1,1,0,0
12199,plain-white-t-s,hey-there-delilah,,,0,0,0,0,0,0
12205,indochine,l-aventurier,male,fr,0,1,1,1,0,wme_128
12219,michael-buble,it-had-better-be-tonight,,,0,0,0,0,0,0
12220,barry-manilow,mandy,male,en,0,1,1,1,0,0
12221,barry-manilow,can-t-smile-without-you,mixed,,1,0,0,0,0,0
12230,francois-feldman,les-valses-de-vienne,,,0,0,0,0,0,0
12233,lara-fabian,je-suis-malade,,,0,0,0,0,0,0
12235,patrick-bruel,casser-la-voix,male,fr,0,1,1,1,0,0
12238,serge-gainsbourg,elisa,,,0,0,0,0,0,0
12256,heather-small,proud,,,0,0,0,0,0,0
12257,queen,don-t-stop-me-now,mixed,,1,1,1,1,0,mp3_320
12258,michael-jackson,billie-jean,mixed,,1,1,1,1,0,mp3_128
12260,dany-brillant,histoire-d-un-amour,,,0,0,0,0,0,0
12265,jeff-buckley,hallelujah,male,en,0,1,1,1,0,mp3_128
12275,wham,wake-me-up-before-you-go-go,,,0,0,0,0,0,0
12285,natasha-bedingfield,soulmate,,,0,0,0,0,0,0
12293,daniel-balavoine,le-chanteur,male,fr,0,1,1,1,0,0
12298,romeo-et-juliette,aimer,mixed,,1,0,0,1,0,0
12304,charles-aznavour,emmenez-moi,,,0,0,0,0,0,0
12315,jenifer,donne-moi-le-temps,,,0,0,0,0,0,0
12320,dolly-parton,jolene,mixed,,1,1,1,1,0,0
12373,m-people,search-for-the-hero,,,0,0,0,0,0,0
12374,grease,you-re-the-one-that-i-want,mixed,,1,1,1,1,0,0
12388,bourvil,ballade-irlandaise,,,0,0,0,0,0,0
12399,edith-piaf,l-accordeoniste,,,0,0,0,0,0,0
12401,trust,antisocial,,,0,0,0,0,0,0
12411,ac-dc,back-in-black,mixed,,1,1,1,1,0,mp3_128
12416,ac-dc,highway-to-hell,mixed,,1,1,1,1,0,mp3_128
12419,the-killers,somebody-told-me,mixed,,1,1,0,1,0,0
12424,aerosmith,walk-this-way,,,0,0,0,0,0,0
12450,christopher-cross,sailing,,,0,0,0,0,0,0
12454,didier-barbelivien,a-toutes-les-filles,mixed,,1,1,1,1,0,0
12456,gold,capitaine-abandonne,,,0,0,0,0,0,0
12457,claude-francois,cette-annee-la,,,0,0,0,0,0,0
12466,france-gall,ella-elle-l-a,,,0,0,0,0,0,0
12480,patrick-bruel,mon-amant-de-st-jean,male,fr,0,1,1,1,0,0
12483,les-rita-mitsouko,andy,mixed,,1,1,1,1,0,0
12491,patrick-bruel,alors-regarde,,,0,0,0,1,0,0
12511,amy-winehouse,rehab,mixed,,1,1,1,1,0,0
12515,renan-luce,la-lettre,mixed,,1,1,1,1,0,mp3_192
12524,florent-pagny,bienvenue-chez-moi,mixed,,1,1,1,1,0,0
12536,michel-sardou,etre-une-femme,mixed,,1,1,1,1,0,0
12542,bob-marley,i-shot-the-sheriff,mixed,,1,0,0,1,0,0
12544,radiohead,karma-police,mixed,,1,1,1,1,0,0
12552,muse,starlight,,,0,0,0,0,0,0
12563,u2,new-year-s-day,,,0,0,0,0,0,0
12565,charles-aznavour,comme-ils-disent,male,fr,0,1,1,1,0,0
12567,charles-aznavour,et-pourtant,mixed,,1,0,0,1,0,0
12584,charles-aznavour,la-boheme,,,0,0,0,0,0,0
12585,eva-cassidy,songbird,mixed,,1,0,0,1,0,0
12586,eva-cassidy,over-the-rainbow,female,en,0,1,1,1,0,0
12587,indochine,j-ai-demande-a-la-lune,mixed,,1,1,1,1,0,0
12594,barbara,l-aigle-noir,,,0,0,0,0,0,0
12615,queen,a-kind-of-magic,,,0,0,0,0,0,0
12617,queen,bohemian-rhapsody,mixed,,1,1,1,1,0,mp3_320
12619,queen,somebody-to-love,mixed,,1,0,0,1,0,0
12632,barry-manilow,copacabana,mixed,,1,1,1,1,0,0
12633,dj-otzi,ein-stern-der-deinen-namen-tragt,mixed,,1,1,0,1,0,0
12652,claude-nougaro,nougayork,,,0,0,0,0,0,0
12655,jean-jacques-goldman,ensemble,mixed,,1,1,1,1,0,0
12656,coolio,gangsta-s-paradise,mixed,,1,0,0,1,0,0
12657,the-beatles,twist-and-shout,mixed,,1,1,1,1,0,0
12671,carl-douglas,kung-fu-fighting,,,0,0,0,0,0,0
12680,earth-wind-and-fire,after-the-love-has-gone,mixed,,1,1,0,1,0,0
12681,earth-wind-and-fire,boogie-wonderland,,,0,0,0,0,0,0
12682,earth-wind-and-fire,fantasy,,,0,0,0,0,0,0
12683,earth-wind-and-fire,let-s-groove,,,0,0,0,0,0,0
12684,earth-wind-and-fire,september,mixed,,1,1,0,1,0,0
12685,dean-martin,ain-t-that-a-kick-in-the-head,male,en,0,1,1,1,0,0
12689,michael-jackson,beat-it,mixed,,1,0,0,1,0,0
12690,michael-jackson,earth-song,,,0,0,0,0,0,0
12698,moloko,sing-it-back,,,0,0,0,0,0,0
12702,prince,1999,,,0,0,0,0,0,0
12709,the-bangles,eternal-flame,mixed,,1,1,1,1,0,0
12717,ray-ventura,tout-va-tres-bien-madame-la-marquise,,,0,0,0,0,0,0
12724,queen,under-pressure,mixed,,1,1,1,1,0,mp3_320
12726,queen,we-will-rock-you,mixed,,1,1,1,1,0,mp3_320
12731,david-bowie,space-oddity,male,en,0,1,1,1,0,mp3_320
12733,david-bowie,heroes,mixed,,1,1,1,1,0,mp3_320
12735,david-bowie,ashes-to-ashes,mixed,,1,0,0,1,0,0
12736,david-bowie,changes,mixed,,1,1,1,1,0,mp3_320
12737,david-bowie,let-s-dance,mixed,,1,1,1,1,0,mp3_320
12738,david-bowie,life-on-mars,mixed,,1,0,0,1,0,0
12740,david-bowie,starman,mixed,,1,1,1,1,0,0
12741,david-bowie,ziggy-stardust,mixed,,1,1,1,1,0,mp3_320
12748,charles-aznavour,mes-emmerdes,mixed,,1,0,0,1,0,0
12757,daniel-balavoine,tous-les-cris-les-sos,,,0,0,0,0,0,0
12762,avril-lavigne,innocence,,,0,0,0,0,0,0
12763,damien-saez,jeune-et-con,male,fr,0,1,1,1,0,0
12770,les-innocents,l-autre-finistere,,,0,0,0,0,0,0
12772,pink-martini,je-ne-veux-pas-travailler,,,0,0,0,0,0,0
12777,matmatah,lambe-an-dro,mixed,,1,0,0,1,0,0
12778,the-connells,74-75,,,0,0,0,0,0,0
12782,the-beatles,back-in-the-u-s-s-r,,,0,0,0,0,0,0
12784,the-beatles,come-together,mixed,,1,1,1,1,0,0
12785,the-beatles,help,mixed,,1,0,0,1,0,0
12786,the-beatles,i-saw-her-standing-there,mixed,,1,1,1,1,0,0
12790,the-beatles,revolution,,,0,0,0,0,0,0
